,Mean,executer,agar,timepoint,plate,serial_num,spot,normalized
13016,121.493,human,YPD,37,2,6,2,1.5918059850112678
13017,120.009,human,YPD,37,2,6,3,1.5744047228599545
13018,114.264,human,YPD,37,2,6,4,1.4916387086667624
13019,81.518,human,YPD,37,2,6,5,1.033679084983896
13020,125.108,human,YPD,38,1,1,1,1.6249058368184537
13021,123.884,human,YPD,38,1,1,2,1.6202882628371131
13022,122.537,human,YPD,38,1,1,3,1.6062000262157556
13023,106.99,human,YPD,38,1,1,4,1.4037734858822295
13024,100.838,human,YPD,38,1,1,5,1.3223788604025966
13025,126.19,human,YPD,38,1,2,1,1.6470879995823215
13026,123.228,human,YPD,38,1,2,2,1.6145591761330138
13027,120.123,human,YPD,38,1,2,3,1.5739386792452832
13028,104.736,human,YPD,38,1,2,4,1.3719675137542573
13029,94.635,human,YPD,38,1,2,5,1.238337629709111
13030,126.902,human,YPD,38,1,3,1,1.6564245810055866
13031,123.883,human,YPD,38,1,3,2,1.6261879758466786
13032,122.872,human,YPD,38,1,3,3,1.610717843846678
13033,112.166,human,YPD,38,1,3,4,1.4674114968994478
13034,88.774,human,YPD,38,1,3,5,1.1573430675966363
13035,123.914,human,YPD,38,1,4,1,1.6128125366063175
13036,121.026,human,YPD,38,1,4,2,1.574977551631248
13037,120.082,human,YPD,38,1,4,3,1.5680800219381292
13038,105.243,human,YPD,38,1,4,4,1.3727646253179415
13039,101.504,human,YPD,38,1,4,5,1.3222175906627762
13040,122.025,human,YPD,38,1,5,1,1.578426553526155
13041,120.622,human,YPD,38,1,5,2,1.578243575652902
13042,118.135,human,YPD,38,1,5,3,1.546310112830179
13043,108.023,human,YPD,38,1,5,4,1.4112720954234872
13044,97.884,human,YPD,38,1,5,5,1.2815061140059176
13045,122.126,human,YPD,38,1,6,1,1.5007618953991348
13046,120.656,human,YPD,38,1,6,2,1.5704077781103982
13047,118.96,human,YPD,38,1,6,3,1.549805883425832
13048,110.343,human,YPD,38,1,6,4,1.432598055126391
13049,95.558,human,YPD,38,1,6,5,1.1810698571216691
13050,126.666,human,YPD,38,2,1,1,1.6480522522053656
13051,124.311,human,YPD,38,2,1,2,1.6330710316469832
13052,122.724,human,YPD,38,2,1,3,1.6099173553719008
13053,114.839,human,YPD,38,2,1,4,1.5116759688289805
13054,84.952,human,YPD,38,2,1,5,1.1079057878400584
13055,125.796,human,YPD,38,2,2,1,1.6475796311818944
13056,122.669,human,YPD,38,2,2,2,1.6143844179772324
13057,118.684,human,YPD,38,2,2,3,1.560625386264119
13058,103.679,human,YPD,38,2,2,4,1.3599564515917468
13059,100.438,human,YPD,38,2,2,5,1.316805202296982
13060,127.55,human,YPD,38,2,3,1,1.6736648733761974
13061,124.287,human,YPD,38,2,3,2,1.6384381138194235
13062,121.509,human,YPD,38,2,3,3,1.6013099458362436
13063,115.863,human,YPD,38,2,3,4,1.524814108047641
13064,102.826,human,YPD,38,2,3,5,1.3509472633155528
13065,125.451,human,YPD,38,2,4,1,1.650215072151116
13066,123.319,human,YPD,38,2,4,2,1.630750717393317
13067,120.706,human,YPD,38,2,4,3,1.5933733746947398
13068,104.72,human,YPD,38,2,4,4,1.3817673215723012
13069,94.53,human,YPD,38,2,4,5,1.2448477027009233
13070,124.915,human,YPD,38,2,5,1,1.640466997609855
13071,122.821,human,YPD,38,2,5,2,1.626208193204989
13072,120.365,human,YPD,38,2,5,3,1.5938584178606423
13073,108.996,human,YPD,38,2,5,4,1.4385492556224262
13074,98.404,human,YPD,38,2,5,5,1.2961026302964844
13075,123.776,human,YPD,38,2,6,1,1.5714195030913962
13076,121.794,human,YPD,38,2,6,2,1.5957496986531103
13077,120.415,human,YPD,38,2,6,3,1.579731059363726
13078,115.041,human,YPD,38,2,6,4,1.5017819145464275
13079,81.691,human,YPD,38,2,6,5,1.035872790444067
13080,125.359,human,YPD,39,1,1,1,1.6281658311037224
13081,124.192,human,YPD,39,1,1,2,1.6243166182740851
13082,123.036,human,YPD,39,1,1,3,1.6127408572552102
13083,107.843,human,YPD,39,1,1,4,1.4149653616038629
13084,101.79,human,YPD,39,1,1,5,1.334863287653269
13085,126.525,human,YPD,39,1,2,1,1.651460568564492
13086,123.61,human,YPD,39,1,2,2,1.6195642204839955
13087,120.641,human,YPD,39,1,2,3,1.5807258909853252
13088,105.446,human,YPD,39,1,2,4,1.3812680115273774
13089,95.422,human,YPD,39,1,2,5,1.248635846167938
13090,127.257,human,YPD,39,1,3,1,1.6610583198454552
13091,124.296,human,YPD,39,1,3,2,1.6316093462851142
13092,123.331,human,YPD,39,1,3,3,1.6167348329925015
13093,112.937,human,YPD,39,1,3,4,1.477498103037756
13094,89.419,human,YPD,39,1,3,5,1.165751906655368
13095,124.239,human,YPD,39,1,4,1,1.617042599992191
13096,121.395,human,YPD,39,1,4,2,1.5797795505120829
13097,120.516,human,YPD,39,1,4,3,1.5737473719949335
13098,106.004,human,YPD,39,1,4,4,1.3826909280636537
13099,102.651,human,YPD,39,1,4,5,1.337158711963318
13100,122.296,human,YPD,39,1,5,1,1.5819320122108966
13101,120.872,human,YPD,39,1,5,2,1.5815146281467525
13102,118.516,human,YPD,39,1,5,3,1.5512971543757692
13103,108.777,human,YPD,39,1,5,4,1.4211227675946851
13104,98.734,human,YPD,39,1,5,5,1.2926343903013795
13105,122.369,human,YPD,39,1,6,1,1.503748033818325
13106,120.877,human,YPD,39,1,6,2,1.5732842212127915
13107,119.386,human,YPD,39,1,6,3,1.5553557935329216
13108,110.926,human,YPD,39,1,6,4,1.440167222777612
13109,96.286,human,YPD,39,1,6,5,1.190067731250309
13110,126.904,human,YPD,39,2,1,1,1.651148871945666
13111,124.652,human,YPD,39,2,1,2,1.6375507415824806
13112,123.162,human,YPD,39,2,1,3,1.6156631247540338
13113,115.658,human,YPD,39,2,1,4,1.5224568239258636
13114,85.372,human,YPD,39,2,1,5,1.1133832389994522
13115,126.074,human,YPD,39,2,2,1,1.651220662196144
13116,123.027,human,YPD,39,2,2,2,1.619095874185695
13117,119.11,human,YPD,39,2,2,3,1.566227037830872
13118,104.215,human,YPD,39,2,2,4,1.3669871584663615
13119,101.347,human,YPD,39,2,2,5,1.3287227626714213
13120,127.87,human,YPD,39,2,3,1,1.677863797401916
13121,124.637,human,YPD,39,2,3,2,1.643052058478453
13122,121.946,human,YPD,39,2,3,3,1.607068963245081
13123,116.521,human,YPD,39,2,3,4,1.5334737119168258
13124,103.778,human,YPD,39,2,3,5,1.36345481777334
13125,125.734,human,YPD,39,2,4,1,1.6539377277331262
13126,123.633,human,YPD,39,2,4,2,1.63490300313405
13127,121.149,human,YPD,39,2,4,3,1.5992211735198998
13128,105.516,human,YPD,39,2,4,4,1.392270442160265
13129,95.215,human,YPD,39,2,4,5,1.2538683382277416
13130,125.156,human,YPD,39,2,5,1,1.6436319701625826
13131,123.062,human,YPD,39,2,5,2,1.629399147313508
13132,120.736,human,YPD,39,2,5,3,1.598771153897084
13133,109.639,human,YPD,39,2,5,4,1.4470356878893464
13134,99.238,human,YPD,39,2,5,5,1.3070874438575926
13135,124.011,human,YPD,39,2,6,1,1.5744029860220652
13136,122.02,human,YPD,39,2,6,2,1.5987107593941616
13137,120.766,human,YPD,39,2,6,3,1.5843358478189573
13138,115.713,human,YPD,39,2,6,4,1.510554416928841
13139,81.772,human,YPD,39,2,6,5,1.0368999010930489
13140,125.491,human,YPD,40,1,1,1,1.6298802504091228
13141,124.439,human,YPD,40,1,1,2,1.627547150069319
13142,123.433,human,YPD,40,1,1,3,1.617944684755538
13143,108.567,human,YPD,40,1,1,4,1.4244646793324236
13144,102.711,human,YPD,40,1,1,5,1.3469411841846437
13145,126.787,human,YPD,40,1,2,1,1.654880309081891
13146,123.909,human,YPD,40,1,2,2,1.6234817813765186
13147,121.086,human,YPD,40,1,2,3,1.586556603773585
13148,106.097,human,YPD,40,1,2,4,1.389795651034844
13149,96.178,human,YPD,40,1,2,5,1.2585284149644729
13150,127.536,human,YPD,40,1,3,1,1.6647000469900275
13151,124.622,human,YPD,40,1,3,2,1.6358886846941454
13152,123.694,human,YPD,40,1,3,3,1.62149336689214
13153,113.632,human,YPD,40,1,3,4,1.486590439310291
13154,90.098,human,YPD,40,1,3,5,1.1746040023466529
13155,124.491,human,YPD,40,1,4,1,1.6203225260636982
13156,121.688,human,YPD,40,1,4,2,1.583592519813125
13157,120.891,human,YPD,40,1,4,3,1.5786442758458588
13158,106.725,human,YPD,40,1,4,4,1.3920954803365289
13159,103.752,human,YPD,40,1,4,5,1.351500625260525
13160,122.488,human,YPD,40,1,5,1,1.5844155844155845
13161,121.061,human,YPD,40,1,5,2,1.5839875438321036
13162,118.864,human,YPD,40,1,5,3,1.5558522474410326
13163,109.527,human,YPD,40,1,5,4,1.4309211815580785
13164,99.568,human,YPD,40,1,5,5,1.3035531931606923
13165,122.542,human,YPD,40,1,6,1,1.5058739677546205
13166,121.054,human,YPD,40,1,6,2,1.5755879788106364
13167,119.718,human,YPD,40,1,6,3,1.5596810755882125
13168,111.489,human,YPD,40,1,6,4,1.447476727730678
13169,97.003,human,YPD,40,1,6,5,1.1989296484896426
13170,127.12,human,YPD,40,2,1,1,1.653959249525098
13171,124.905,human,YPD,40,2,1,2,1.6408743973410755
13172,123.506,human,YPD,40,2,1,3,1.620175783812147
13173,116.414,human,YPD,40,2,1,4,1.5324083824768322
13174,85.869,human,YPD,40,2,1,5,1.1198648895380685
13175,126.341,human,YPD,40,2,2,1,1.6547176236378875
13176,123.301,human,YPD,40,2,2,2,1.6227018490491545
13177,119.473,human,YPD,40,2,2,3,1.571000276137753
13178,104.74,human,YPD,40,2,2,4,1.373873578446161
13179,102.298,human,YPD,40,2,2,5,1.3411909693997954
13180,128.122,human,YPD,40,2,3,1,1.6811704500721694
13181,124.943,human,YPD,40,2,3,2,1.6470859643803473
13182,122.341,human,YPD,40,2,3,3,1.6122744824132522
13183,117.144,human,YPD,40,2,3,4,1.5416726985589262
13184,104.734,human,YPD,40,2,3,5,1.3760149249809497
13185,125.988,human,YPD,40,2,4,1,1.6572789097749303
13186,123.873,human,YPD,40,2,4,2,1.6380767247193242
13187,121.539,human,YPD,40,2,4,3,1.6043693485578512
13188,106.283,human,YPD,40,2,4,4,1.4023909113700237
13189,95.936,human,YPD,40,2,4,5,1.26336305095013
13190,125.392,human,YPD,40,2,5,1,1.6467312793843405
13191,123.285,human,YPD,40,2,5,2,1.6323517728993988
13192,121.075,human,YPD,40,2,5,3,1.6032601498980377
13193,110.308,human,YPD,40,2,5,4,1.4558652729384438
13194,100.1,human,YPD,40,2,5,5,1.3184410521185936
13195,124.182,human,YPD,40,2,6,1,1.5765739459418286
13196,122.217,human,YPD,40,2,6,2,1.6012918610135738
13197,121.125,human,YPD,40,2,6,3,1.5890455887176125
13198,116.422,human,YPD,40,2,6,4,1.5198099291150478
13199,81.925,human,YPD,40,2,6,5,1.0388399989855697
13200,125.588,human,YPD,41,1,1,1,1.6311400888380911
13201,124.651,human,YPD,41,1,1,2,1.6303199142012608
13202,123.778,human,YPD,41,1,1,3,1.6224669026084677
13203,109.256,human,YPD,41,1,1,4,1.4335047759000736
13204,103.605,human,YPD,41,1,1,5,1.358665005573405
13205,127.006,human,YPD,41,1,2,1,1.6577387944762052
13206,124.172,human,YPD,41,1,2,2,1.626927662696697
13207,121.488,human,YPD,41,1,2,3,1.5918238993710694
13208,106.718,human,YPD,41,1,2,4,1.3979303117631647
13209,96.926,human,YPD,41,1,2,5,1.2683163004933198
13210,127.812,human,YPD,41,1,3,1,1.668302615778207
13211,124.898,human,YPD,41,1,3,2,1.6395116828563925
13212,124.025,human,YPD,41,1,3,3,1.6258324157097164
13213,114.316,human,YPD,41,1,3,4,1.4955388681022528
13214,90.759,human,YPD,41,1,3,5,1.18322143276188
13215,124.681,human,YPD,41,1,4,1,1.6227954861969778
13216,121.944,human,YPD,41,1,4,2,1.586923987871374
13217,121.215,human,YPD,41,1,4,3,1.582875200773058
13218,107.399,human,YPD,41,1,4,4,1.4008869758038218
13219,104.811,human,YPD,41,1,4,5,1.365295435598166
13220,122.67,human,YPD,41,1,5,1,1.586769803901278
13221,121.229,human,YPD,41,1,5,2,1.586185691107971
13222,119.166,human,YPD,41,1,5,3,1.5598052305034165
13223,110.184,human,YPD,41,1,5,4,1.4395045921900107
13224,100.361,human,YPD,41,1,5,5,1.3139352203398706
13225,122.673,human,YPD,41,1,6,1,1.5074837790011797
13226,121.213,human,YPD,41,1,6,2,1.5776574559748018
13227,120.019,human,YPD,41,1,6,3,1.5636024909455692
13228,112.004,human,YPD,41,1,6,4,1.4541630422081715
13229,97.703,human,YPD,41,1,6,5,1.2075814505364115
13230,127.305,human,YPD,41,2,1,1,1.6563662858778527
13231,125.153,human,YPD,41,2,1,2,1.6441323682032556
13232,123.831,human,YPD,41,2,1,3,1.6244391971664698
13233,117.111,human,YPD,41,2,1,4,1.541583298230834
13234,86.34,human,YPD,41,2,1,5,1.1260074597668173
13235,126.579,human,YPD,41,2,2,1,1.657834765297569
13236,123.564,human,YPD,41,2,2,2,1.6261630584983875
13237,119.825,human,YPD,41,2,2,3,1.5756288708595774
13238,105.209,human,YPD,41,2,2,4,1.3800254469614492
13239,103.192,human,YPD,41,2,2,5,1.3529118703621157
13240,128.369,human,YPD,41,2,3,1,1.6844114945545203
13241,125.201,human,YPD,41,2,3,2,1.6504871007290032
13242,122.677,human,YPD,41,2,3,3,1.6167024683385829
13243,117.728,human,YPD,41,2,3,4,1.5493584260051323
13244,105.637,human,YPD,41,2,3,5,1.3878787082534092
13245,126.191,human,YPD,41,2,4,1,1.6599492245563725
13246,124.109,human,YPD,41,2,4,2,1.641197550944843
13247,121.91,human,YPD,41,2,4,3,1.6092667150683124
13248,107.015,human,YPD,41,2,4,4,1.4120495599509149
13249,96.614,human,YPD,41,2,4,5,1.2722915048000316
13250,125.563,human,YPD,41,2,5,1,1.648976965303496
13251,123.483,human,YPD,41,2,5,2,1.6349733866483067
13252,121.379,human,YPD,41,2,5,3,1.6072856802351758
13253,110.887,human,YPD,41,2,5,4,1.4635070214338506
13254,100.928,human,YPD,41,2,5,5,1.3293468382440103
13255,124.348,human,YPD,41,2,6,1,1.5786814275013648
13256,122.416,human,YPD,41,2,6,2,1.6038991667103402
13257,121.413,human,YPD,41,2,6,3,1.592823876680879
13258,117.007,human,YPD,41,2,6,4,1.5274467057425951
13259,82.115,human,YPD,41,2,6,5,1.041249270878243
13260,125.689,human,YPD,42,1,1,1,1.6324518793672234
13261,124.802,human,YPD,42,1,1,2,1.6322948546914646
13262,124.088,human,YPD,42,1,1,3,1.6265303447371868
13263,109.875,human,YPD,42,1,1,4,1.4416264301459012
13264,104.443,human,YPD,42,1,1,5,1.3696544488885976
13265,127.21,human,YPD,42,1,2,1,1.6604014931996762
13266,124.41,human,YPD,42,1,2,2,1.6300459887583036
13267,121.849,human,YPD,42,1,2,3,1.5965539832285118
13268,107.284,human,YPD,42,1,2,4,1.4053445113963847
13269,97.671,human,YPD,42,1,2,5,1.2780649297967837
13270,128.021,human,YPD,42,1,3,1,1.6710306479402703
13271,125.134,human,YPD,42,1,3,2,1.6426096088212128
13272,124.325,human,YPD,42,1,3,3,1.629765088354045
13273,114.91,human,YPD,42,1,3,4,1.5033098720531672
13274,91.404,human,YPD,42,1,3,5,1.191630271820611
13275,124.853,human,YPD,42,1,4,1,1.625034165896578
13276,122.163,human,YPD,42,1,4,2,1.5897739546868288
13277,121.525,human,YPD,42,1,4,3,1.5869233079564895
13278,108.07,human,YPD,42,1,4,4,1.4096393399856515
13279,105.789,human,YPD,42,1,4,5,1.3780351187994997
13280,122.791,human,YPD,42,1,5,1,1.588334971801107
13281,121.347,human,YPD,42,1,5,2,1.5877296278850683
13282,119.449,human,YPD,42,1,5,3,1.5635095159559151
13283,110.82,human,YPD,42,1,5,4,1.447813647230968
13284,101.118,human,YPD,42,1,5,5,1.3238459322877116
13285,122.766,human,YPD,42,1,6,1,1.508626622099882
13286,121.354,human,YPD,42,1,6,2,1.5794926527052882
13287,120.287,human,YPD,42,1,6,3,1.5670939836889968
13288,112.437,human,YPD,42,1,6,4,1.4597847396232295
13289,98.379,human,YPD,42,1,6,5,1.2159366193701489
13290,127.443,human,YPD,42,2,1,1,1.6581618048869342
13291,125.34,human,YPD,42,2,1,2,1.6465889833291734
13292,124.1,human,YPD,42,2,1,3,1.627967991604355
13293,117.743,human,YPD,42,2,1,4,1.549902590564448
13294,86.811,human,YPD,42,2,1,5,1.132150029995566
13295,126.758,human,YPD,42,2,2,1,1.6601791701592623
13296,123.767,human,YPD,42,2,2,2,1.6288346384154766
13297,120.123,human,YPD,42,2,2,3,1.5795473970729397
13298,105.671,human,YPD,42,2,2,4,1.3860854965436733
13299,104.042,human,YPD,42,2,2,5,1.3640559037155515
13300,128.552,human,YPD,42,2,3,1,1.6868127542317282
13301,125.414,human,YPD,42,2,3,2,1.6532950156214985
13302,122.988,human,YPD,42,2,3,3,1.6208009910254213
13303,118.268,human,YPD,42,2,3,4,1.5564650917944332
13304,106.503,human,YPD,42,2,3,5,1.3992563785900096
13305,126.345,human,YPD,42,2,4,1,1.6619749805974664
13306,124.272,human,YPD,42,2,4,2,1.643353036854842
13307,122.208,human,YPD,42,2,4,3,1.6132004488152598
13308,107.718,human,YPD,42,2,4,4,1.4213255571536014
13309,97.243,human,YPD,42,2,4,5,1.2805746869115189
13310,125.7,human,YPD,42,2,5,1,1.650776140572059
13311,123.624,human,YPD,42,2,5,2,1.6368402934088924
13312,121.65,human,YPD,42,2,5,3,1.6108742286607167
13313,111.455,human,YPD,42,2,5,4,1.471003589906029
13314,101.73,human,YPD,42,2,5,5,1.3399101721480975
13315,124.443,human,YPD,42,2,6,1,1.5798875163456778
13316,122.542,human,YPD,42,2,6,2,1.6055500235836695
13317,121.693,human,YPD,42,2,6,3,1.5964972122007215
13318,117.515,human,YPD,42,2,6,4,1.5340782998054907
13319,82.247,human,YPD,42,2,6,5,1.0429230808247318
13320,125.787,human,YPD,43,1,1,1,1.633724705821233
13321,125.006,human,YPD,43,1,1,2,1.6349629862146535
13322,124.408,human,YPD,43,1,1,3,1.630724865644252
13323,110.505,human,YPD,43,1,1,4,1.4498924110423008
13324,105.259,human,YPD,43,1,1,5,1.3803553865320308
13325,127.445,human,YPD,43,1,2,1,1.663468817709557
13326,124.672,human,YPD,43,1,2,2,1.6334787678681395
13327,122.246,human,YPD,43,1,2,3,1.6017557651991614
13328,107.873,human,YPD,43,1,2,4,1.4130599947602829
13329,98.424,human,YPD,43,1,2,5,1.2879182423679354
13330,128.294,human,YPD,43,1,3,1,1.6745940583720569
13331,125.413,human,YPD,43,1,3,2,1.646271987398267
13332,124.663,human,YPD,43,1,3,3,1.6341958995333228
13333,115.523,human,YPD,43,1,3,4,1.5113294434705251
13334,92.082,human,YPD,43,1,3,5,1.2004693305521152
13335,125.053,human,YPD,43,1,4,1,1.627637281826346
13336,122.433,human,YPD,43,1,4,2,1.5932876124045132
13337,121.806,human,YPD,43,1,4,3,1.590592721242116
13338,108.753,human,YPD,43,1,4,4,1.4185482293093328
13339,106.83,human,YPD,43,1,4,5,1.3915954564401831
13340,122.964,human,YPD,43,1,5,1,1.590572773839706
13341,121.557,human,YPD,43,1,5,2,1.5904773119799027
13342,119.72,human,YPD,43,1,5,3,1.5670567292337496
13343,111.476,human,YPD,43,1,5,4,1.4563839933109493
13344,101.87,human,YPD,43,1,5,5,1.333691183786756
13345,122.929,human,YPD,43,1,6,1,1.5106296696814785
13346,121.503,human,YPD,43,1,6,2,1.5814319740729652
13347,120.572,human,YPD,43,1,6,3,1.5708069517183878
13348,112.95,human,YPD,43,1,6,4,1.4664450878309077
13349,99.076,human,YPD,43,1,6,5,1.224551342265289
13350,127.634,human,YPD,43,2,1,1,1.660646907283562
13351,125.58,human,YPD,43,2,1,2,1.6497418583570895
13352,124.463,human,YPD,43,2,1,3,1.6327298963662598
13353,118.378,human,YPD,43,2,1,4,1.5582613732097723
13354,87.337,human,YPD,43,2,1,5,1.1390098854951878
13355,126.999,human,YPD,43,2,2,1,1.6633356035205362
13356,124.037,human,YPD,43,2,2,2,1.632387971310127
13357,120.511,human,YPD,43,2,2,3,1.5846493708004048
13358,106.138,human,YPD,43,2,2,4,1.3922111310780856
13359,104.908,human,YPD,43,2,2,5,1.3754097071085822
13360,128.827,human,YPD,43,2,3,1,1.69042120456633
13361,125.676,human,YPD,43,2,3,2,1.6567488827662575
13362,123.341,human,YPD,43,2,3,3,1.6254530119529262
13363,118.785,human,YPD,43,2,3,4,1.5632690662630782
13364,107.39,human,YPD,43,2,3,5,1.4109099508631788
13365,126.545,human,YPD,43,2,4,1,1.664605832598887
13366,124.478,human,YPD,43,2,4,2,1.646077147882202
13367,122.579,human,YPD,43,2,4,3,1.618097815325721
13368,108.418,human,YPD,43,2,4,4,1.4305619697309564
13369,97.939,human,YPD,43,2,4,5,1.2897401793592056
13370,125.875,human,YPD,43,2,5,1,1.6530743571559898
13371,123.827,human,YPD,43,2,5,2,1.6395281095251968
13372,121.915,human,YPD,43,2,5,3,1.6143833258296036
13373,112.025,human,YPD,43,2,5,4,1.478526554746067
13374,102.576,human,YPD,43,2,5,5,1.351053040580588
13375,124.597,human,YPD,43,2,6,1,1.5818426498406692
13376,122.757,human,YPD,43,2,6,2,1.6083669618992715
13377,121.963,human,YPD,43,2,6,3,1.600039357166284
13378,118.019,human,YPD,43,2,6,4,1.5406576765923008
13379,82.435,human,YPD,43,2,6,5,1.04530699196064
13380,125.965,human,YPD,44,1,1,1,1.6360365742785152
13381,125.261,human,YPD,44,1,1,2,1.6382981506186405
13382,124.817,human,YPD,44,1,1,3,1.6360859876785947
13383,111.2,human,YPD,44,1,1,4,1.4590112312375356
13384,106.165,human,YPD,44,1,1,5,1.3922365746508427
13385,127.738,human,YPD,44,1,2,1,1.6672931840133656
13386,125.005,human,YPD,44,1,2,2,1.63784180391232
13387,122.687,human,YPD,44,1,2,3,1.607534067085954
13388,108.483,human,YPD,44,1,2,4,1.4210505632695831
13389,99.264,human,YPD,44,1,2,5,1.2989099854751964
13390,128.611,human,YPD,44,1,3,1,1.6787317913642772
13391,125.761,human,YPD,44,1,3,2,1.6508401155158832
13392,125.06,human,YPD,44,1,3,3,1.6394001363326516
13393,116.167,human,YPD,44,1,3,4,1.5197545723331327
13394,92.843,human,YPD,44,1,3,5,1.2103904569454405
13395,125.325,human,YPD,44,1,4,1,1.6311775194908305
13396,122.742,human,YPD,44,1,4,2,1.597308798459196
13397,122.185,human,YPD,44,1,4,3,1.595541858734118
13398,109.459,human,YPD,44,1,4,4,1.4277571251548946
13399,107.864,human,YPD,44,1,4,5,1.4050646102542728
13400,123.203,human,YPD,44,1,5,1,1.5936643038236662
13401,121.8,human,YPD,44,1,5,2,1.5936567750039252
13402,120.08,human,YPD,44,1,5,3,1.5717688944736774
13403,112.149,human,YPD,44,1,5,4,1.4651764367741007
13404,102.684,human,YPD,44,1,5,5,1.344348144850881
13405,123.138,human,YPD,44,1,6,1,1.5131979944946914
13406,121.726,human,YPD,44,1,6,2,1.5843344483346564
13407,120.936,human,YPD,44,1,6,3,1.57554912842961
13408,113.483,human,YPD,44,1,6,4,1.473365098736741
13409,99.796,human,YPD,44,1,6,5,1.2334503386562516
13410,127.878,human,YPD,44,2,1,1,1.6638215930677351
13411,125.87,human,YPD,44,2,1,2,1.653551582349155
13412,124.808,human,YPD,44,2,1,3,1.63725567361931
13413,119.064,human,YPD,44,2,1,4,1.56729149115417
13414,87.87,human,YPD,44,2,1,5,1.1459610318474662
13415,127.28,human,YPD,44,2,2,1,1.6670159262363788
13416,124.365,human,YPD,44,2,2,2,1.6367046127525169
13417,120.915,human,YPD,44,2,2,3,1.589961735197044
13418,106.657,human,YPD,44,2,2,4,1.399018849115259
13419,105.876,human,YPD,44,2,2,5,1.388100794504025
13420,129.101,human,YPD,44,2,3,1,1.6940165332633514
13421,126.006,human,YPD,44,2,3,2,1.661099173444771
13422,123.741,human,YPD,44,2,3,3,1.630724423768796
13423,119.369,human,YPD,44,2,3,4,1.5709547937092847
13424,108.32,human,YPD,44,2,3,5,1.4231284651969414
13425,126.795,human,YPD,44,2,4,1,1.667894397600663
13426,124.771,human,YPD,44,2,4,2,1.6499517329842242
13427,122.977,human,YPD,44,2,4,3,1.6233515939541945
13428,109.171,human,YPD,44,2,4,4,1.4404977106891683
13429,98.63,human,YPD,44,2,4,5,1.2988398277519522
13430,126.113,human,YPD,44,2,5,1,1.6561999317101357
13431,124.086,human,YPD,44,2,5,2,1.6429573921563436
13432,122.259,human,YPD,44,2,5,3,1.618938531211102
13433,112.666,human,YPD,44,2,5,4,1.4869865906451272
13434,103.447,human,YPD,44,2,5,5,1.3625251899951267
13435,124.805,human,YPD,44,2,6,1,1.5844833496261126
13436,123.016,human,YPD,44,2,6,2,1.6117603899166713
13437,122.325,human,YPD,44,2,6,3,1.6047884552312237
13438,118.571,human,YPD,44,2,6,4,1.54786366069214
13439,82.641,human,YPD,44,2,6,5,1.0479191499074334
13440,125.963,human,YPD,45,1,1,1,1.6360105982284332
13441,125.349,human,YPD,45,1,1,2,1.6394491093149182
13442,125.023,human,YPD,45,1,1,3,1.638786210512518
13443,111.718,human,YPD,45,1,1,4,1.46580770441902
13444,106.891,human,YPD,45,1,1,5,1.4017572618188974
13445,127.867,human,YPD,45,1,2,1,1.6689769493826194
13446,125.155,human,YPD,45,1,2,2,1.639807135463753
13447,122.964,human,YPD,45,1,2,3,1.6111635220125788
13448,108.93,human,YPD,45,1,2,4,1.426905947078858
13449,99.965,human,YPD,45,1,2,5,1.3080828568063751
13450,128.756,human,YPD,45,1,3,1,1.680624445256618
13451,125.928,human,YPD,45,1,3,2,1.6530322919401417
13452,125.255,human,YPD,45,1,3,3,1.6419563735514653
13453,116.648,human,YPD,45,1,3,4,1.5260472539836205
13454,93.426,human,YPD,45,1,3,5,1.217991004497751
13455,125.397,human,YPD,45,1,4,1,1.632114641225547
13456,122.856,human,YPD,45,1,4,2,1.5987923428288848
13457,122.338,human,YPD,45,1,4,3,1.5975397955052952
13458,109.976,human,YPD,45,1,4,4,1.4345007500163045
13459,108.701,human,YPD,45,1,4,5,1.415967590662776
13460,123.259,human,YPD,45,1,5,1,1.5943886790500337
13461,121.837,human,YPD,45,1,5,2,1.5941408907730152
13462,120.224,human,YPD,45,1,5,3,1.5736537605696486
13463,112.602,human,YPD,45,1,5,4,1.4710946788079902
13464,103.329,human,YPD,45,1,5,5,1.3527925427456728
13465,123.16,human,YPD,45,1,6,1,1.5134683444750294
13466,121.776,human,YPD,45,1,6,2,1.5849852273170983
13467,121.053,human,YPD,45,1,6,3,1.57707339951536
13468,113.789,human,YPD,45,1,6,4,1.477337938018514
13469,100.37,human,YPD,45,1,6,5,1.2405448163346022
13470,127.965,human,YPD,45,2,1,1,1.6649535507038955
13471,126.019,human,YPD,45,2,1,2,1.6555089922623194
13472,125.02,human,YPD,45,2,1,3,1.6400367309458217
13473,119.532,human,YPD,45,2,1,4,1.5734519797809603
13474,88.303,human,YPD,45,2,1,5,1.1516080231617936
13475,127.427,human,YPD,45,2,2,1,1.6689412196144175
13476,124.534,human,YPD,45,2,2,2,1.638928735934724
13477,121.159,human,YPD,45,2,2,3,1.5931701929019448
13478,107.004,human,YPD,45,2,2,4,1.403570444797146
13479,106.598,human,YPD,45,2,2,5,1.3975666675407086
13480,129.228,human,YPD,45,2,3,1,1.6956829812360583
13481,126.152,human,YPD,45,2,3,2,1.6630238475025376
13482,123.973,human,YPD,45,2,3,3,1.6337818426220003
13483,119.776,human,YPD,45,2,3,4,1.576311114035665
13484,109.055,human,YPD,45,2,3,5,1.4327850329768506
13485,126.882,human,YPD,45,2,4,1,1.669038818221281
